path,lines,agi_layer,disposition,cluster,module_summary,phase0_note
app/mind/improvement.py,578,mind/improvement,KEEP,IMPROVEMENT,Improvement — Phase 20 (Beanie AGI roadmap): self-improvement.,"Phase 20 LIVE: self-improvement — detect capability gaps from evidence only (2+ verified failures of the same thing), investigate, design a proposal (designs never execute), run the wired SelfEvolvingAgent verify-before-install mechanism as ONE mechanism claiming only its typed word, measure from NEW verified experience (success + no new failures = retained; 2+ new failures = reverted for real; else awaiting, never guessed); the door proposes, never implements — execution stays an explicit owner-surface act"
app/mind/learning_loop.py,334,mind/learning,KEEP,LEARNING,GeneralLearningEngine — Phase 6 (Beanie AGI roadmap): one learning loop.,Phase 6 LIVE: the ONE general learning loop every experience passes through (observe → interpret → compare → novelty → hypothesis → test → outcome → update model → store → confidence); success is evidence only — attempted ≠ succeeded
app/mind/media_learning.py,236,mind/learning,KEEP,LEARNING,"MediaLearning — Phase 8 (Beanie AGI roadmap): learning from images,",Phase 8 LIVE: images/video/audio/web enter the ONE Phase-6 loop as media experiences — deterministic observation first; watching is never verification (success=None)
app/mind/memory_facade.py,298,memory,KEEP,MEMORY,"UnifiedMemory — Phase 5 (Beanie AGI roadmap): one memory system, many kinds.","Phase 5 LIVE: UnifiedMemory over all eight kinds + NEW social store and meta-memory (M3, M5 resolved)"
app/mind/motivation.py,447,mind/motivation,KEEP,MOTIVATION,"Motivation — Phase 15 (Beanie AGI roadmap): goals from evidence, never","Phase 15 LIVE: goals from evidence only (open unknowns, parked goals, owner speech, attention verdicts, verified failures, learned rhythms) — relevance as named contributions, recurrence compounds, proposals are questions (acted: False), accepted goals execute through the normal door under owner authority"
app/mind/os_concepts.py,291,mind/motor,KEEP,EMBODIMENT,OSConceptLayer — Phase 12 (Beanie AGI roadmap): true OS-level,"Phase 12 LIVE (M10): ONE platform-free concept layer over all bodies — express/transfer/coverage from the live manifest by evidence; no per-OS intelligence, gaps visible not fabricated"
app/mind/perception.py,242,mind/perception,KEEP,SENSES,Perception — Phase 13 (Beanie AGI roadmap): continuous perception.,"Phase 13 LIVE: the SENSE side — typed perceptions over eight channels, significance judged (urgency/novelty/curiosity) with reasons, silent-watcher changes ingested; perception ≠ belief ≠ action"
app/mind/personality.py,384,mind/personality,KEEP,PERSONALITY,"Personality — Phase 17 (Beanie AGI roadmap): a personality that develops,","Phase 17 LIVE: the DEVELOPING personality — basic identity plus traits derived from her real ledgers (experiences, calibration, curiosity, her own reply patterns, the owner's values only, adaptation); derive() snapshots + diffs = the verifiable record of 'Beanie has changed'; describes, performs nothing"
app/mind/presence.py,283,mind/presence,KEEP,PRESENCE,Presence — Phase 22 (Beanie AGI roadmap): voice-first Beanie.,"Phase 22 LIVE: voice-first presence — the state vocabulary is the design system's own machine (design/tokens.json → beanie.states); states derived from real signals, never staged, never invented; idle is honest, not a mask; the contextual window shows the complicated information when needed, not permanently (conversation, open asks, goals, unknowns, lessons); the voice-primary door sends transcripts through the ONE mind, settling state by the verifier's word only"
app/mind/reflection.py,329,mind/reflection,KEEP,REFLECTION,Reflection — Phase 19 (Beanie AGI roadmap): the bridge between,"Phase 19 LIVE: the bridge between experience and development — after important (verified) experiences she answers what happened / what she believed / was she correct (verifier's word only, UNKNOWN preserved) / what surprised her / what she learned / change model? (refuted prediction → update; repeated verified failure → open unknown with curiosity) / remember? (the loop's own decision) — every answer from evidence on record, never narrated; reflecting performs nothing"
app/mind/scrutiny.py,270,mind/scrutiny,KEEP,SCRUTINY,Scrutiny — post-roadmap growth (audit item #25): the devil's advocate.,"Post-roadmap LIVE (audit #25): the devil's advocate — argues the opposite case for a favored conclusion using ONLY her own ledgers (verified failures, wrong reflections, refuted predictions, open gaps, admitted unknowns), never invented counter-arguments; surviving scrutiny is the absence of a counter-case, never proof; the door runs it on VERIFIED successes (survivorship bias); doubts, never acts, never vetoes"
app/mind/self_facade.py,224,models/self,KEEP,SELF,SelfModelFacade — Phase 4 (Beanie AGI roadmap): a genuine self model.,Phase 4 LIVE: genuine self-assessment (knowledge/confidence/possible_actions) + capability awareness (authority ≠ intelligence)
app/mind/social.py,323,mind/social,KEEP,SOCIAL,Social — Phase 16 (Beanie AGI roadmap): the persistent owner model.,"Phase 16 LIVE: the persistent OWNER relationship model — facets (preference/boundary/emotion/interest/person) from what the owner said, routines/style/history MEASURED from the door ledger and claimed only with enough evidence; never pretends to be human, never cold-reads"
app/mind/state.py,340,mind/cognition-core,KEEP,STATE,"BeanieState — the unified internal-state skeleton (MISSING item M2, Phase 1).","Phase 1 LIVE: BeanieState skeleton — 15 rooms, honestly marked (M2)"
app/mind/teaching.py,336,mind/learning,KEEP,LEARNING,DemonstrationTeaching — Phase 7 (Beanie AGI roadmap): learning from the,Phase 7 LIVE: conversation is the teaching interface ('watch this') — M7 resolved; confirmed procedures integrate the taught-skills store and enter the Phase-6 loop as verified demonstrations
app/mind/world_facade.py,274,models/world,KEEP,WORLD,WorldModelFacade — Phase 3 (Beanie AGI roadmap): reasoning ABOUT the world.,Phase 3 LIVE: ontology + pre-action understanding over the existing WorldModel (the verification-side store stays authoritative)
app/mind/world_first.py,188,mind/reasoning,KEEP,TOOL-FIRST,WorldFirstReasoning — Phase 2 (Beanie AGI roadmap): world-first thinking.,Phase 2 LIVE: world-first brief (world → self → memory) assembled before capability identification — the tool_matcher demotion's counterpart (M6 consumption resolved)
app/perception/__init__.py,1,perception/environment,INTEGRATE,,,perception module
app/perception/anticipation_engine.py,303,mind/attention,INTEGRATE,ATTENTION,Phase 4C: Anticipatory Action Engine.,charter §5②
app/perception/background_observer.py,493,perception/environment,KEEP,SENSES,Phase 4A: Background Observation Loop.,charter §5④ silent watcher; Phase 13 wires its buffered EnvironmentChanges into app/mind/perception.py (drained at the door + on demand)
app/perception/event_prioritizer.py,211,perception/environment,KEEP,,Phase 4B: Event-Driven Cognition.,classify → dedupe → decision
app/perception/piper_voice.py,399,communication/voice,KEEP,,Shared Piper text-to-speech integration.,
app/perception/speech_to_text.py,148,perception/audio,KEEP,,,
app/perception/text_to_speech.py,280,communication/voice,KEEP,,,
app/policy.py,136,owner-authority/policy,KEEP,,,
app/runtime/__init__.py,5,infrastructure/resources,KEEP,,Runtime resource-management primitives.,
app/runtime/resource_manager.py,53,infrastructure/resources,KEEP,,Lightweight resource awareness derived from the current host at runtime.,
app/scheduler/__init__.py,4,infrastructure/scheduling,KEEP,,,
app/scheduler/scheduler.py,87,infrastructure/scheduling,KEEP,,,
app/scheduler/self_healer.py,59,infrastructure/scheduling,KEEP,,,
app/server.py,617,infrastructure/entry,KEEP,,Unified Arena server — the single authoritative entry point.,single authoritative server; Phase 1 redirects all inputs to BeanieMind.process
app/settings_store.py,66,infrastructure/config,KEEP,,Shared backend settings store (cross-platform).,
app/skill_acquisition.py,97,learning/demonstration,INTEGRATE,,,closest thing to demonstration learning today
app/tasks.py,145,infrastructure/persistence,KEEP,,,
app/tools/__init__.py,1,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/accessibility_control.py,127,embodiment/generic,KEEP,OS,"Semantic OS targeting through accessibility trees, with honest degradation.",
app/tools/android_adb_controller.py,168,embodiment/android,KEEP,OS,,owner's phone — first-class (charter §4)
app/tools/app_inventory.py,620,embodiment/generic,KEEP,OS,,
app/tools/ast_janitor.py,92,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/backup_manager.py,312,embodiment/filesystem,KEEP,OS,Backup & restore — versioned zip snapshots of files/directories.,
app/tools/binary_analyzer.py,177,capabilities/general,KEEP,,Honest binary structure analysis with the Python standard library only.,manifest capability; motor-system unit for the future Mind
app/tools/browser_automation.py,1106,embodiment/browser,KEEP,OS,,
app/tools/budget_tracker.py,181,capabilities/general,KEEP,,Budget tracker — a deterministic CSV transaction ledger with category totals,manifest capability; motor-system unit for the future Mind
app/tools/business_growth.py,125,capabilities/general,KEEP,,Business growth — professional-grade opportunity + growth-loop strategist.,manifest capability; motor-system unit for the future Mind
app/tools/calculator.py,235,capabilities/general,KEEP,,"Deterministic arithmetic evaluation (DIAG F3b, live incident D1).",manifest capability; motor-system unit for the future Mind
app/tools/calendar_service.py,252,capabilities/general,KEEP,,Local calendar / reminders — a native coworker tool (browser-free).,manifest capability; motor-system unit for the future Mind
app/tools/camera_capture.py,123,perception/vision,INTEGRATE,SENSES,Native webcam capture (browser-free).,
app/tools/coder_brain.py,123,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/connectors.py,64,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/contacts.py,176,capabilities/general,KEEP,,"Contacts — a deterministic, browser-free contacts manager.",manifest capability; motor-system unit for the future Mind
app/tools/content_creator.py,140,capabilities/general,KEEP,,Content creation — professional-grade multi-format content generator.,manifest capability; motor-system unit for the future Mind
app/tools/crypto_vault.py,241,capabilities/general,KEEP,,Owner-controlled encrypted vault for secrets and messages.,manifest capability; motor-system unit for the future Mind
app/tools/cybersecurity_brain.py,139,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/daily_briefing.py,111,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/data_analyzer.py,125,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/database_connector.py,252,capabilities/general,KEEP,,Database connector (SQLite / PostgreSQL / MySQL) — read AND write.,manifest capability; motor-system unit for the future Mind
app/tools/deep_os_controller.py,234,embodiment/windows,KEEP,OS,,
app/tools/desktop_control.py,128,embodiment/generic,KEEP,OS,,
app/tools/display_topology.py,61,embodiment/generic,KEEP,OS,Verified multi-monitor topology and coordinate transforms.,
app/tools/disposable_sandbox.py,269,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/doc_manager.py,206,embodiment/filesystem,KEEP,OS,,
app/tools/doc_reader.py,11,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/document_generator.py,79,capabilities/general,KEEP,,"Document generation — markdown → HTML (and, if available, PDF).",manifest capability; motor-system unit for the future Mind
app/tools/email_service.py,107,capabilities/general,KEEP,,Email send/read — native coworker tool (Level-3 gated by the caller).,manifest capability; motor-system unit for the future Mind
app/tools/fact_checker.py,125,capabilities/general,KEEP,,"Fact-check / citation — assess a claim against live web sources, with real links.",manifest capability; motor-system unit for the future Mind
app/tools/file_index.py,208,embodiment/filesystem,KEEP,OS,Persistent filename index — the agent's own mini search index.,
app/tools/finance_trader.py,110,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/financial_legal_wellness.py,176,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/git_manager.py,71,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/indexed_search.py,251,embodiment/filesystem,KEEP,OS,Indexed filesystem search providers (P0 review #11).,
app/tools/invoice_generator.py,205,capabilities/general,KEEP,,Invoice generator — deterministic PDF invoices/quotes/receipts from line items.,manifest capability; motor-system unit for the future Mind
app/tools/knowledge_domains.py,93,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/knowledge_indexer.py,98,learning/media,INTEGRATE,,,
app/tools/local_executor.py,122,embodiment/generic,KEEP,OS,"Generic local command / script / API executor — the ""escape hatch"" tool.",the escape-hatch effector
app/tools/location_service.py,131,capabilities/general,KEEP,,Native location resolution (browser-free).,manifest capability; motor-system unit for the future Mind
app/tools/lora_manager.py,540,learning/consolidation,KEEP,,LoRA manager — continual learning via LoRA adapters for Qwen.,
app/tools/manifest.py,1076,capabilities/general,KEEP,,Unified tool capability manifest.,manifest capability; motor-system unit for the future Mind
app/tools/media_studio.py,107,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/messaging.py,94,capabilities/general,KEEP,,Messaging — send Telegram and WhatsApp messages.,manifest capability; motor-system unit for the future Mind
app/tools/music_studio.py,78,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/network_diagnostics.py,174,capabilities/general,KEEP,,"Network diagnostics — DNS lookup, port check, ping, traceroute, WHOIS.",manifest capability; motor-system unit for the future Mind
app/tools/notes_manager.py,95,capabilities/general,KEEP,,Markdown notes manager — a native coworker tool (browser-free).,manifest capability; motor-system unit for the future Mind
app/tools/object_detector.py,385,perception/vision,INTEGRATE,SENSES,"Object detection + face detection — deterministic, local, degradable.",
app/tools/ocr_reader.py,46,perception/vision,INTEGRATE,SENSES,,
app/tools/opsec_manager.py,139,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/package_installer.py,213,embodiment/generic,KEEP,OS,Package installer — list/check/install/uninstall pip and npm packages.,
app/tools/pdf_toolkit.py,226,capabilities/general,KEEP,,"PDF toolkit — merge, split, extract, read metadata/text, and fill forms.",manifest capability; motor-system unit for the future Mind
app/tools/pentest_company_assistant.py,153,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/plugin_registry.py,78,capabilities/general,KEEP,,Plugin registry — a folder where dropping a Python file adds a capability.,manifest capability; motor-system unit for the future Mind
app/tools/presentation_generator.py,114,capabilities/general,KEEP,,Presentation generator — deterministic .pptx slides from an outline.,manifest capability; motor-system unit for the future Mind
app/tools/price_lookup.py,115,capabilities/general,KEEP,,Price / portfolio lookup — keyless crypto and stock quotes.,manifest capability; motor-system unit for the future Mind
app/tools/privilege_inspector.py,8,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/process_manager.py,283,embodiment/generic,KEEP,OS,Process manager — list / inspect / terminate local processes.,
app/tools/prosody_analyzer.py,209,perception/audio,INTEGRATE,SENSES,"Voice prosody analyzer — deterministic, local, degradable.",
app/tools/pure_code.py,174,capabilities/general,KEEP,,Pure-computation evaluator — the deterministic calculator's class of,manifest capability; motor-system unit for the future Mind
app/tools/recipes.py,187,capabilities/general,KEEP,,Deterministic recipes — multi-step composition over existing tools.,manifest capability; motor-system unit for the future Mind
app/tools/rss_aggregator.py,153,capabilities/general,KEEP,,"RSS/Atom aggregator — fetch feeds, parse them deterministically, optionally",manifest capability; motor-system unit for the future Mind
app/tools/screen_capture.py,154,perception/screen,INTEGRATE,SENSES,,
app/tools/security_canary.py,100,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/security_education.py,77,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/security_lab.py,61,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/skill_teaching_engine.py,186,learning/demonstration,INTEGRATE,LEARNING,,"Phase 7 LIVE: still the durable taught-skills store, but the TEACHER is now conversation (app/mind/teaching.py) — the form-driven path is the fallback, not the interface"
app/tools/spreadsheet.py,142,capabilities/general,KEEP,,Spreadsheet engine — deterministic .xlsx read/write/aggregate (no LLM).,manifest capability; motor-system unit for the future Mind
app/tools/sql_query.py,93,capabilities/general,KEEP,,Read-only SQL query tool for local SQLite databases and CSV files.,manifest capability; motor-system unit for the future Mind
app/tools/system_diagnostics.py,677,capabilities/general,KEEP,,System diagnostics — read-only Level-0 probes for machine-state questions.,manifest capability; motor-system unit for the future Mind
app/tools/task_tools.py,59,capabilities/general,KEEP,,Task-list tools: the TaskManager surface as manifest capabilities.,manifest capability; motor-system unit for the future Mind
app/tools/translator.py,41,capabilities/general,KEEP,,"Translation via the local Qwen LLM — no external API, no key.",manifest capability; motor-system unit for the future Mind
app/tools/universal_filesystem.py,1041,embodiment/filesystem,KEEP,OS,,
app/tools/universal_media_learner.py,172,learning/media,INTEGRATE,LEARNING,,"Phase 8 LIVE: stays the deep-analysis capability; app/mind/media_learning.py now routes its deterministic scrape (and its LLM analyses, on request) into the Phase-6 loop"
app/tools/vision_analyzer.py,197,perception/vision,INTEGRATE,SENSES,,
app/tools/vlm_analyzer.py,313,perception/vision,INTEGRATE,SENSES,"VLM analyzer — true visual understanding via tiny VLM (Moondream2 / Llava-Phi), with grace",
app/tools/weather_service.py,84,capabilities/general,KEEP,,"Weather lookup — free, keyless (Open-Meteo), browser-free.",manifest capability; motor-system unit for the future Mind
app/tools/web_agent.py,259,embodiment/browser,DEMOTE,OS,Autonomous multi-step Web Agent — a professional-grade browser coworker.,autonomous loop — cognition must move to the Mind
app/tools/web_research.py,436,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/win32_ghost_operator.py,153,embodiment/windows,KEEP,OS,,
app/tools/workflow_engine.py,85,capabilities/general,KEEP,,,manifest capability; motor-system unit for the future Mind
app/tools/youtube_learner.py,152,learning/media,INTEGRATE,LEARNING,,Phase 8 LIVE: stays the transcript/deep-analysis capability; app/mind/media_learning.py feeds transcripts into the Phase-6 loop as media experiences (watching is never verification)
app/utils/__init__.py,1,infrastructure/utils,KEEP,,,
app/utils/concurrency_governor.py,272,infrastructure/utils,KEEP,,"Measured, owner-configured worker concurrency derived from live pressure.",
app/utils/decision_trace.py,120,evaluation/trace,KEEP,,"Decision trace: the tiniest-detail ""why"" log the owner asked for.",wired via lazy imports in llm.py
app/utils/hardware_governor.py,274,infrastructure/utils,KEEP,,,
app/utils/hardware_monitor.py,32,infrastructure/utils,KEEP,,,
app/utils/logger.py,105,infrastructure/utils,KEEP,,,
app/utils/notifier.py,22,infrastructure/utils,KEEP,,,
app/utils/spa.py,49,infrastructure/utils,KEEP,,Shared SPA-serving helpers.,
app/utils/submissions.py,23,infrastructure/utils,KEEP,,Small idempotency helpers for append-only owner measurement submissions.,
backend/__init__.py,16,infrastructure/package,KEEP,,Arena backend package.,
backend/api/__init__.py,1,communication/api,KEEP,,Backend API routes.,
backend/api/device_routes.py,119,communication/api,KEEP,,Device management and pairing.,
backend/api/language_routes.py,140,communication/api,KEEP,,Multi-language support and translation.,
backend/api/phase6_routes.py,868,communication/api,KEEP,,"Phase 6 API routes: File uploads, code execution, and multi-modal analysis.",
backend/api/screenshot_routes.py,325,communication/api,KEEP,,Live screenshot streaming and analysis.,
backend/api/speaker_routes.py,114,communication/api,KEEP,,Speaker identification and voice enrollment.,
backend/api/theme_routes.py,150,communication/api,KEEP,,Theme customization.,
backend/api/wakeword_routes.py,318,communication/api,KEEP,,Custom wake word training and management.,
backend/chat_corrections.py,364,learning/conversation,INTEGRATE,,In-chat owner corrections.,in-chat owner corrections — Phase-7 teaching surface
backend/main.py,20,infrastructure/entry,LEGACY,,Backward-compatible shim for the unified Arena server.,compat shim alias
backend/message_router.py,963,communication/text,INTEGRATE,ENTRIES,Message router for processing incoming WebSocket messages with LLM integration and streami,WS entry — becomes a thin adapter calling BeanieMind.process
backend/voice/__init__.py,28,communication/voice,KEEP,,Voice pipeline for Arena.,
backend/voice/audio_capture.py,176,communication/voice,KEEP,,Audio capture service using PyAudio.,
backend/voice/orchestrator.py,490,communication/voice,KEEP,,"Voice pipeline orchestrator - coordinates audio capture, wake word, VAD, STT, and TTS.",
backend/voice/remote_audio.py,113,communication/voice,KEEP,,Remote (phone) audio ingestion — browser-free and dependency-light.,phone audio ingestion
backend/voice/sample_wake_model.py,238,communication/voice,KEEP,,Custom wake-word model that ACTUALLY trains from the owner's samples.,
backend/voice/service.py,617,communication/voice,INTEGRATE,ENTRIES,Voice service - integrates voice pipeline with WebSocket and cognitive runtime.,voice entry — must enter the same Mind
backend/voice/stt.py,154,communication/voice,KEEP,,Speech-to-Text using faster-whisper.,
backend/voice/tts.py,152,communication/voice,KEEP,,Text-to-Speech using Piper (in-process via the ``piper-tts`` package).,
backend/voice/vad.py,212,communication/voice,KEEP,,Voice Activity Detection using Silero VAD.,
backend/voice/wake_word.py,175,communication/voice,KEEP,,Wake word detection using openWakeWord.,
backend/websocket_server.py,162,communication/text,KEEP,,WebSocket server for real-time communication with frontend.,
desktop/__init__.py,3,communication/presence,KEEP,,Native (browser-free) Arena desktop client.,desktop client of the one Mind (Phase 23)
desktop/app.py,785,communication/presence,KEEP,,Native Arena desktop window (PySide6 / Qt) — now modularized.,desktop client of the one Mind (Phase 23)
desktop/backend_client.py,688,communication/presence,KEEP,,HTTP + WebSocket client for the Arena backend (used by the native desktop app).,desktop client of the one Mind (Phase 23)
desktop/chat_client.py,289,communication/presence,KEEP,,WebSocket chat client for the native desktop app (GUI-free).,desktop client of the one Mind (Phase 23)
desktop/design_tokens.py,259,communication/presence,KEEP,,Design tokens — programmatic access to design/tokens.json.,desktop client of the one Mind (Phase 23)
desktop/main.py,52,communication/presence,KEEP,,Entry point for the native Arena desktop client.,desktop client of the one Mind (Phase 23)
desktop/pages/__init__.py,27,communication/presence,KEEP,,Pages package — modularized from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/pages/beanie.py,176,communication/presence,KEEP,,BeaniePage — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/pages/chat.py,288,communication/presence,KEEP,,ChatPage — extracted.,desktop client of the one Mind (Phase 23)
desktop/pages/code.py,71,communication/presence,KEEP,,CodePage — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/pages/files.py,78,communication/presence,KEEP,,FilesPage — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/pages/lora.py,134,communication/presence,KEEP,,LoRA page — continual learning via LoRA adapters (P3 AGI).,desktop client of the one Mind (Phase 23)
desktop/pages/message_bubble.py,106,communication/presence,KEEP,,MessageBubble — extracted.,desktop client of the one Mind (Phase 23)
desktop/pages/owner_control.py,974,communication/presence,KEEP,,Native desktop Owner Control page.,desktop client of the one Mind (Phase 23)
desktop/pages/pansophy.py,83,communication/presence,KEEP,,PansophyPage — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/pages/projects.py,151,communication/presence,KEEP,,ProjectsPage — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/pages/response_review.py,399,communication/presence,KEEP,,"ResponseReviewBar — native ""Review response"" controls (PySide6).",desktop client of the one Mind (Phase 23)
desktop/pages/settings.py,266,communication/presence,KEEP,,SettingsPage — extracted.,desktop client of the one Mind (Phase 23)
desktop/pages/tools.py,225,communication/presence,KEEP,,ToolsPage — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/pages/vision.py,207,communication/presence,KEEP,,VisionPage — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/response_review.py,151,communication/presence,KEEP,,Response review logic for the native desktop client (GUI-free).,desktop client of the one Mind (Phase 23)
desktop/settings.py,87,communication/presence,KEEP,,Persistent desktop-app settings.,desktop client of the one Mind (Phase 23)
desktop/styles.py,105,communication/presence,KEEP,,Styles — QSS helpers that read current theme globals + shared design tokens.,desktop client of the one Mind (Phase 23)
desktop/theme.py,209,communication/presence,KEEP,,Theme — the desktop client's palette and Beanie presence states.,desktop client of the one Mind (Phase 23)
desktop/voice_client.py,330,communication/presence,KEEP,,Voice capture + backend streaming for the native desktop client.,desktop client of the one Mind (Phase 23)
desktop/widgets/__init__.py,7,communication/presence,KEEP,,Widgets package — modularized from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/widgets/context.py,254,communication/presence,KEEP,,ContextPanel — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/widgets/orb.py,164,communication/presence,KEEP,,Presence orb widget — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/widgets/sidebar.py,166,communication/presence,KEEP,,LeftSidebar — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
desktop/widgets/working_context.py,69,communication/presence,KEEP,,WorkingContextCard — the inline 'Working context' card (design review section 4).,desktop client of the one Mind (Phase 23)
desktop/workers.py,248,communication/presence,KEEP,,Workers — extracted from monolithic app.py.,desktop client of the one Mind (Phase 23)
scripts/audit_dead_assertions.py,148,evaluation/ops,KEEP,,Static audit: assertions that can NEVER execute.,
scripts/audit_dead_code.py,246,evaluation/ops,KEEP,,Dead-code / abandoned-code / repetition audit (owner standing rule).,
scripts/benchmark_intelligence.py,21,evaluation/ops,KEEP,,Run Arena's isolated longitudinal intelligence benchmark suite.,
scripts/benchmark_lm_studio.py,199,evaluation/ops,KEEP,,Owner-machine LM Studio benchmark: measured latency/throughput/RAM per model.,
scripts/demo_agi.py,345,evaluation/ops,KEEP,,Demo AGI capabilities — P1-1 → P3 push toward human intelligence.,
scripts/export_chats.py,169,evaluation/ops,KEEP,,Export Arena chats + cognitive traces into one shareable file.,
scripts/live_check.py,137,evaluation/ops,KEEP,,Live verification of tools that need real network / credentials.,
scripts/map_agi_architecture.py,922,evaluation/ops,KEEP,,Phase 0 (Beanie AGI Roadmap): whole-repository architecture map.,
scripts/owner_diagnostics.py,538,evaluation/ops,KEEP,,Owner-machine diagnostics (run where LM Studio / hardware live).,
scripts/owner_machine_check.py,117,evaluation/ops,KEEP,,"One-shot owner-machine readiness check: hardware, OS grounding, providers.",
scripts/reset_learning.py,285,evaluation/ops,KEEP,,reset_learning.py — clear Arena's learned experience (the polluted learning).,
scripts/sync_probe.py,147,evaluation/ops,KEEP,,Two-client live sync probe against the running server.,
scripts/train_lora.py,114,evaluation/ops,KEEP,,Train a LoRA adapter for continual learning (P2 AGI).,
scripts/validate_os_control.py,30,evaluation/ops,KEEP,,Owner-machine OS-control validation using read-only probes and a temp workspace.,
scripts/verify_fixes_live.py,565,evaluation/ops,KEEP,,"Live verification of the P0 fixes (#6, #7, #8, #9) — run on YOUR machine.",
