path,category,baseline_lines,current_lines,baseline_sha256,current_sha256,syntax_check,reference_check,review_scope,notes
app/tools/backup_manager.py,source_or_support,312,312,d6acfb59ed9cb1c8a8535bc5ab75f1a0560279bdce0a95b0a956c07fce870b1d,d6acfb59ed9cb1c8a8535bc5ab75f1a0560279bdce0a95b0a956c07fce870b1d,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/binary_analyzer.py,source_or_support,177,177,d0d8a1bd2ecc734a87a76554f9254c282e99f9f067d13a5638ae679ae0d4a48b,c0642df328ec42ee0844ba19796e92c20158c407f2ee28a87952ff72eeea6a1c,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/browser_automation.py,source_or_support,1109,1106,4828c84138a25d3e2f2a3f724373e6762c2106881e71a3ea8b9fac3cd9a99f87,8fb4a96dda305ebd049464f59668520d346279e4b3f4a02e68a8f17cbe799559,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/budget_tracker.py,source_or_support,181,181,5508b4cfc2781d93875d29dfbd4d784ac168d1bac5310f677cb622f5a0585ae5,5508b4cfc2781d93875d29dfbd4d784ac168d1bac5310f677cb622f5a0585ae5,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/business_growth.py,source_or_support,125,125,04862743d3c10cfcc77c9d44b3e95d99776ef97ed543e0100c0a1cfe0797548a,ab3fd32aecce4f4b1c471d1d151541626089a63b919ff67fb109da8e451cf800,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/calculator.py,source_or_support,235,235,21d72e55ee4a54a95315051eb594c3859560114b42ecf160096bd283a36c0f2b,21d72e55ee4a54a95315051eb594c3859560114b42ecf160096bd283a36c0f2b,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/calendar_service.py,source_or_support,253,252,a67560172e2205f6a624858df454e9a7f2128f4c9ea3df554deefe87a8bfc39c,1f6ff64c633abc55c5b1b7517afe08b46b78f0207c55816b9e921a046ef04232,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/camera_capture.py,source_or_support,124,123,f66cfecc09600cd94bd6710df4e9deffb4f651b645c4bb8cfa4f48ab655cb9c5,78cad16e7b56fc734edf0514db12e64e097ba73245f1658b7bbb489bd24612cf,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/cascades/README.md,documentation_or_configuration,12,12,fe2db789f029af01368b545013ec22d8e24b3143e3c852a6c34a7ad69f2d5460,fe2db789f029af01368b545013ec22d8e24b3143e3c852a6c34a7ad69f2d5460,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/cascades/haarcascade_frontalface_default.xml,asset_or_platform_resource,33314,33314,0f7d4527844eb514d4a4948e822da90fbb16a34a0bbbbc6adc6498747a5aafb0,0f7d4527844eb514d4a4948e822da90fbb16a34a0bbbbc6adc6498747a5aafb0,XML syntax passed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/coder_brain.py,source_or_support,123,123,821a01fbe60b62dc655451eb9aa4de97cf26e5ee8e01e318335aee08dd01424a,bc1bd6ecaba0115327a1e77b234bdaa8d2cf5f0dbe2480b08574cf1220683b6b,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/connectors.py,source_or_support,60,64,1bd1a953754d770b30f5568a63439fbe60a8a86f27c5c467f53b0d9f59bc9165,1fbd99b173a6e6427e57cf6aefb33c65bab1bf17b923f848b53d56d408f5f3bb,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,Ignored document result fixed: draft failure propagates; actual writer path retained.
app/tools/contacts.py,source_or_support,176,176,e78b247086626f1866e62b73e3efd71b2b467fa06cf4eb307b3ccf7c87843b10,e78b247086626f1866e62b73e3efd71b2b467fa06cf4eb307b3ccf7c87843b10,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/content_creator.py,source_or_support,140,140,c66d257b100b52f5cdcad9940fbcc560bb928ec3c893ebea132968f862161bc1,abeab85334ed9598707eb84f02fa519b4c1e692dfa324ee357eaeebda4b78269,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/crypto_vault.py,source_or_support,242,241,bc19b5be5a2568140cd07a36a8d1925afcfe7cc0b836d7b3c533a24d0f0be37e,dba99e08476a0c945a0e22a8cacd551f573ffc081280f7db179f7852cf7cac98,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/cybersecurity_brain.py,source_or_support,140,139,2fce62e55de34715ef3543515c54caf2f11a6f532f14d1a8833f3560e73155a7,0c1125ebf219fec36fa0710833d44d466f42927887fa80aa3b43ce9975168817,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/daily_briefing.py,source_or_support,114,111,d5466536a7c5d4bbaf8cbb49526f97e719a4726af3fb993403b41430f84b91ca,75b117f1313e71ae31033f832d35ed61c77f96821ba72c8eadf89f98821863f0,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/data_analyzer.py,source_or_support,127,125,431e068a6f34c382edf0ba7bfd61219dcb0ab74d78a9666fa719f233789274e7,d0e79d44902e834289387a151c1900045fd5a050f291c0da818d8305024b140c,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/database_connector.py,source_or_support,252,252,0ca4f0bedd299e1e0b5ea907cd400cc36f3269355ff078c421cf5fc46c9970af,9ba3247a287a7d3bade3ae0088c2b9532048521d18c726f3fbee6d1e3596d729,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/deep_os_controller.py,source_or_support,235,234,adf2b9515b4bef0de7fa83e555708228913fa604a232a7a5f4309bc9b1f573a3,e8c6c8fd4f0b6d257c2d92127686f070f342694c4f31c2bed5f1cc0bc513249c,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/desktop_control.py,source_or_support,132,128,82a52cbed1376a14b4a6e0e280028163e1171639423c6f58aded325ba56f4f0b,2d07f2e7056accd22124f68bc7c398a467b4f3cb7c90bca86af73c4edd3a5312,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/display_topology.py,source_or_support,62,61,3b7c34dc5ef89fa29d165dffc69432dbb16eb990a316ad8a5e8e8b7bd6f6a218,c867af4893c693a58370817fba06467a84f415cf36feefa8dc22d1ef1f8c0ee0,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/disposable_sandbox.py,source_or_support,270,269,99b99914929e8379c5ebbbe163aabbb74cf39471fce491f68a5e5e58df9ce405,99f2f339c416a76e2174fea48c08dc56b6aa59dfe479153fcb316785a6f28125,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/doc_manager.py,source_or_support,207,206,394e288fac35bbff8013f14b901bb32feb0501a4cb93be1d880dfcbe6eb634d4,250ab195be32df489e8b42337e4fd1c0091bd448c6dbe0975a2d792ed8d42bdf,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/doc_reader.py,source_or_support,11,11,e9ef417aa2329fda4690c67f2f572ab36299d6b9f4102c09dce0ec653e8582d9,e9ef417aa2329fda4690c67f2f572ab36299d6b9f4102c09dce0ec653e8582d9,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/document_generator.py,source_or_support,81,79,a6efac797d87f0a775558c11eeb4c841cff1c151924cfaab22e94517e7a3cddb,a55379c046a12657d811b5bdb3ba695d8ffa0c1835c5288db17cadf0481d28d5,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/dynamic_fibonacci_calc.py,removed_obsolete_artifact,2,0,5f3f5edc0c245b111a471456df2a63d88727fc5b679e3dd2d59a358c0ab30dbc,,removed,no live caller/registration found,targeted review,Removed fake-success placeholder or generated/one-off scratch artifact; recoverable from Git.
app/tools/dynamic_systemloganalyzer.py,removed_obsolete_artifact,2,0,d510ef322ec91965082d8aff79f7150c1b65b8afffdca4e547cf5d9eb827d453,,removed,no live caller/registration found,targeted review,Removed fake-success placeholder or generated/one-off scratch artifact; recoverable from Git.
app/tools/email_service.py,source_or_support,107,107,85f0a71403f0b46f8a166ad3951909211b6f609e08559beb1e52d9d912c945c3,85f0a71403f0b46f8a166ad3951909211b6f609e08559beb1e52d9d912c945c3,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/fact_checker.py,source_or_support,125,125,988a8df8b124a7a74be922c02954630d9f4d79bdde4ac04bc3cff0d128427f28,24e4a757a879ba8c259cb4fbd36bfa435dd0a02c4b3ba8c0801d455bc1fac35e,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/file_index.py,source_or_support,209,208,8f4a8cf2df96a817b73b9c1589fa495cec6dbf5e21a7e6a600156a6e33942439,11171718e70d11cc0ef6169abb855abc61c8e05098597383299889ffed58a2f5,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/finance_trader.py,source_or_support,110,110,77cfef8324cd2c87cc544a342ed8b0c069b3c134e4755a7b7baf19f60d7bfaf5,4865d9039a25a0c01a6983478bd3082c3f4bedb6657c735962644f3e9a75478b,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/financial_legal_wellness.py,source_or_support,180,176,d1b22eb22277930571fedf5fbe12eff72e3be418a17ce020890de8cfc6bfab62,6dcd51284a2d84d937fad6e5db5ef98c9af428660b0de816b164e885a19c16bb,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/git_manager.py,source_or_support,72,71,6e258b6944c87c894973f6208f310cb534a69d61d7ae86db111f1de1e54cbd88,e74a43a2ccac859332a8aa51e5e819caa4fd0c66a36d8468916bc72c8726e219,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/indexed_search.py,source_or_support,251,251,f0e99530746cc571de55835a7d2c238c5f68ddb02b000e96c87a3622f0c19c36,f0e99530746cc571de55835a7d2c238c5f68ddb02b000e96c87a3622f0c19c36,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/invoice_generator.py,source_or_support,205,205,00d6a8185d8a72e625de8d217dc65aa617577c14ff4b447019b3646c19be0003,00d6a8185d8a72e625de8d217dc65aa617577c14ff4b447019b3646c19be0003,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/knowledge_domains.py,source_or_support,95,93,63b9879b8c97950f452fae9c9696c64cb37e74af52f302568383fd6299ef7648,b3f3b2f132307675e0e206b3eb5d8800414e7ebc37de25914b8d2223ba67a11e,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/knowledge_indexer.py,source_or_support,98,98,a34df6499b66278c6aef86341666d300c7bf81bf6cb75055e9e25581f6a6a543,c5ac786954dc5515b0759c4f4d92634f7791f72e787a2c19ef13f7459de4ee53,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/local_executor.py,source_or_support,122,122,e27cbf37c8a8432cee1b6e6ae302fb56d337dc5ad2641fa6213cc02013ad5ec6,ec1bf750ef7c8728d390fb6f514558a6a50b5e2d31a7daa8f9cb0a34f1c26ca2,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/location_service.py,source_or_support,132,131,bd21d07808d47547b6bfe37e2131cf5e3e3de92763e49b7ca117e6fda05a3410,da4f855e016a5006161e1abdaf33143c9ffb6df2866f30471718d7ba9826ba70,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/lora_manager.py,source_or_support,540,540,3b94761d50fda80f2fc34a99c57a3096d3db78ee8cc5e7da586f7995a2389bba,874f5d25609e8bdf8759b3df036b75e6c7b219f27f2de50470b6cee355813b4f,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/manifest.py,source_or_support,1063,1059,6e4deffb2b32b4fe2991f29d8f4e4ed6407d43f171de5daf708471dd57df54b9,eacb08ee5e704a725c7e8dce60d250f69a2f8806edfc5512703414743b408d99,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/media_studio.py,source_or_support,108,107,b998f943c81290d190901641541c518955b104d81a7c5756e8af5488f4838f25,793b27564ee0d470620e4c25293152d6f19a848a8923a43da274b84ae2311e69,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/messaging.py,source_or_support,94,94,9a259db82e54880ef853252108206e482c4f01ce370c0435c21da41517958fef,9a259db82e54880ef853252108206e482c4f01ce370c0435c21da41517958fef,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/music_studio.py,source_or_support,78,78,a42bd92f573a700ff79c35d99b3ed4e738bcaff2dfeb68b73f4e8f3edf0a00a1,11dce19587c6460f99341a2f7e89a74e6ffa2fbd1ae03cbc36f784a0f984f25b,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/network_diagnostics.py,source_or_support,174,174,11d2178cd11cebe7b57e555cd7c610b5c27cab4e70c046b54949acc26b9de25e,ccfcb32019f5bd28ae9f0bd201e4b217a02c33b83eabaca52a418c85b0e9e924,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/notes_manager.py,source_or_support,95,95,f955d8067eeb469f5232473abf893777bede8a341e5650572213153bc13dd9b1,d237daaa4352ee4e4e25e3f89a6267ae4494caa868f8d690504d42c4381b62e4,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/object_detector.py,source_or_support,386,385,de2810600aa8a93a78fa65333338d067254fb37e8dae32b9842f677c2018e457,ea001e6ce1627190489ae7fd7ccfd3baea7d0949fcf25bf078f277745c902b7d,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/ocr_reader.py,source_or_support,46,46,797981634d6cdf1850c0c22a1ae4e43c880bba739caffd6418938dca0f9507f3,fd2de5cb5ffd1ec6a1bc64668b566443bb2ffe2efd82f434b26568764a623f01,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/opsec_manager.py,source_or_support,143,139,5938db7bfed37f69fc8fc768b3f967cff0353a6b07dc8ca770fad077ea888a0b,78b9bd4d4b2a3fe64a171b2d7b89e0867da3a71af4e1ac6dcaf07c517b172aba,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/package_installer.py,source_or_support,213,213,d41fd31cd7f853070c44f7c4758e474c84637999711137d70b0ba8107bfbd79a,125dea08ecf7ea26cecd6968d6ab47e0a55fc43a519dee3b6612c6533ea04f41,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/pdf_toolkit.py,source_or_support,226,226,04d665f7f3bf18c2a9fbf06f5ce1e920a3bc126beef9b9c9d1a51d2ba763b2e7,04d665f7f3bf18c2a9fbf06f5ce1e920a3bc126beef9b9c9d1a51d2ba763b2e7,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/pentest_company_assistant.py,source_or_support,155,153,a22e8d01c10c2feac989fa93e36be7767604b545cb4750abffe2253edbce8c55,ad481831243def03076d81a992b2d1d8284f41625edffdefea7c03cff79b859b,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/plugin_registry.py,source_or_support,78,78,26dcd50d3ee8fbd23d22a51e6f57ded8790a11e1966ea76c28726d075351a41f,64108d1c9e64fb5235031ea4773b8d7f66fbf92c48f6a8d62cbe9fbb49eac1b1,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/presentation_generator.py,source_or_support,114,114,dcb628948d54fdfc6aa82b1bb19dfe63cf82061e974181c9b4bd8e00c96e4d69,dcb628948d54fdfc6aa82b1bb19dfe63cf82061e974181c9b4bd8e00c96e4d69,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/price_lookup.py,source_or_support,115,115,c81761c94001877914bf04bd458268cdbf17594ee441de084e6000dd6786b6d6,c474d6bbed4996ee77dedd66a2d98095205b24931e50c040485b84a98097054a,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/privilege_inspector.py,source_or_support,8,8,55033138736379c03fd1ea83f5f24f964bd2032535a6ae6c260dcf40caf2a801,55033138736379c03fd1ea83f5f24f964bd2032535a6ae6c260dcf40caf2a801,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/process_manager.py,source_or_support,264,264,1498869932b5644d06e6477c9adca83b8dc65edeb243abeeafcd6119ded65d8b,858b34b5e7711194346f8a2464a5f4df018e42b0f46074d439071d752cd30e20,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/prosody_analyzer.py,source_or_support,207,209,e2fdd0252846ee886ba587a0fb419cc920479b6b62e51178e8f56a8e3d0dd9b4,3ab8f36a5207c7a15126078ac7317c7ccdd9d63458afbfc306b0624b8195c282,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/pure_code.py,source_or_support,175,174,3515d69d4b4c1e1aff2a1152dd95b844b458980ade6d7351a36fd240c69ccaa0,09bbf3b6a99f30fac4df07f5e90d886b771374d076c57808ef83df5307f9fab4,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/recipes.py,source_or_support,187,187,4de2c6f5b89504ceee5bd3baee89c7ca9ba6b533c9ed374cd61320dbb706e720,384e2ba26cb401ee6ecbc941b0f1a74e929c02182b444bbe6a0114d34a72da10,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/rss_aggregator.py,source_or_support,153,153,e03dfbb431adb377f4973416e8931b9d4cffe487f55f4a2a9b786696af43d509,2e884d0b819ca80dca1475663116c5c8faca66ae17de374b2eac1f1f6c9b9e84,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/screen_capture.py,source_or_support,155,154,05e0efe76edb755f8790e6f8b56904591b4d51ce7e946e2f7d6d79584ca4d608,fe72ad8029e3dd22a0cd1d2a22cedda804480d4040632911a70fe357cc0d25fd,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/security_canary.py,source_or_support,103,100,1b27e3c1ef5ba6558683e96f87cd30891d47d48b610119b711e225439c72e671,52a1257976054bbf90ec5aef846286c3044738e7c317b0ee8a77f0929f3348ff,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/security_education.py,source_or_support,77,77,23d48effd96cac40fc2f249da604ca991db92661ddcd9b987d06ec56bdbdd3e0,f848de049f1bf5b1acae75a90811224bfdfde26b4bf544377915052ab96e2567,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/security_lab.py,source_or_support,62,61,35e38fedad84095206bb38689065347ffb6f1fb38ca3bf4e80b453c9ac57d804,0aab990c1df0ef1b0d058612d5559c59f5322dd90606c39e46e95c4358114875,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/skill_teaching_engine.py,source_or_support,188,186,19ec94b84fbf096f2430c120f4d8f9712f9efeb4a622fc075f4fa0bbd40f0ed4,6a74e3d2456961f53f46b7cc69ba558a637f856d958cfaee0d28260db0176b89,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/spreadsheet.py,source_or_support,142,142,69d51043baac3825adedadb5a64acb97fab4a13bbc0d62d82a690f1fa02af2d7,69d51043baac3825adedadb5a64acb97fab4a13bbc0d62d82a690f1fa02af2d7,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/sql_query.py,source_or_support,93,93,2d2000cb164acb10c3b7f6ef2f431ccde2958010015a590980cf46873fbba0b0,ac0078678acf958bc6da55b188c5427e1749ec6a4309a6a48e9c5d7aae399a8e,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/system_diagnostics.py,source_or_support,677,677,8d283d49768be37dd1fde3c3e6a7e96f76b39fed4905eafcffe9b836f98a7d16,8d283d49768be37dd1fde3c3e6a7e96f76b39fed4905eafcffe9b836f98a7d16,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/task_tools.py,source_or_support,59,59,180f5c98b48a4d3af1691a0fa5f699e747331ba85d682baed6f1807bb5b0c44c,180f5c98b48a4d3af1691a0fa5f699e747331ba85d682baed6f1807bb5b0c44c,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/translator.py,source_or_support,41,41,18a88375f8ce99a575a1f599a8851b731b0f149ca715a225f0e05394fdf2f44e,18a88375f8ce99a575a1f599a8851b731b0f149ca715a225f0e05394fdf2f44e,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/universal_filesystem.py,source_or_support,1003,1003,eac2ff8e02d3750eb138e4d23618d1b99bed11316cb8fb05af3898ff7bf92a10,eac2ff8e02d3750eb138e4d23618d1b99bed11316cb8fb05af3898ff7bf92a10,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/universal_media_learner.py,source_or_support,174,172,d5cc67ef6aaf1d723d40b264fbfb5c67918bc91377801afa58ec818de607068e,ba6b81324db0a820e51e4a51fbbfbf96bbf46005e0330df09b09f916e0a95ee4,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/vision_analyzer.py,source_or_support,198,197,c419f4554f461e5c5a14f4f8b61b59003f4f56fe5958f09926a4dd63c4b56a60,a9007f6bb9fb1ca62bdfdc203b00de5e641ffca6d1b81c1cc6d8c42281fd42d1,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/vlm_analyzer.py,source_or_support,313,313,0e1bd014d4f3cfe313f98d5c8ac5eaa76be5f3644ac317767dca913ec25e37ae,ff0b48e9ac697331c4f47e3826a2d810d186b120b5ebc8be830a5d4da7a942f3,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/weather_service.py,source_or_support,84,84,68a4efec05ec942a9e71db4ba0a906d78543c3b01f190c4fcbed765872f70e12,68a4efec05ec942a9e71db4ba0a906d78543c3b01f190c4fcbed765872f70e12,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/tools/web_agent.py,source_or_support,260,259,0b16dd36476ea83de7abc810787e6203798eb86eceeffb0a63e295b5407ee7fc,78dcfee1e4307a521ff2d17390f5dcf282b21028142fc7c8370b6290343a5686,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/web_research.py,source_or_support,437,436,7874de67fdcbda7bf2d45b954426d83933da69932423f23622245c93bfcbe76a,2dba5b5d57d75e47e011b984750ef31fc769cdc9c94d020fec1d9619fcc58d7f,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/win32_ghost_operator.py,source_or_support,157,153,b8b470435218312aa44f09c82a21089c272aa8216ef84ad58ac5267ea4a1a654,45ad1a57cdc7af0e0cc98e837a297ed7ab845f8baf254c23ea8f78ac312a66f8,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/workflow_engine.py,source_or_support,87,85,1eec5b63ca7ebf97e31989bc0c7d8770256745481c327694b3790a0677f45ab2,90c3d2a68cea0ef652da62a9f01e89b3eb6a01b32bcd467cab8bd1e9d371422f,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/tools/youtube_learner.py,source_or_support,152,152,461a8e67a89c49c806be6c1c4f56ec6227221151361fe9b7e8070f788f8afa35,409ceeaea81cb2acad7477d8c51d196b38cbc7f5ca71a0ea5e57ee2515806035,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/utils/__init__.py,source_or_support,1,1,008abe5c83d9d6dbb05cfd88ba82cdd9136dd664eedbb721e2c127b0188acce9,008abe5c83d9d6dbb05cfd88ba82cdd9136dd664eedbb721e2c127b0188acce9,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
app/utils/concurrency_governor.py,source_or_support,272,272,ca56fb364fb0b0ab6b4f8d8c66a2c7e3017ab4580c2c8852ef7e313de7720900,17e96e1bcea69c8bdf5f8fab087df50a282df09894c59809777dea731111e6f8,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/utils/hardware_governor.py,source_or_support,276,274,2b2c025c7fb14968613cb302fab0429a0daf497470ff805cc06c8c53c563fe63,ccb16edcbffcc1ac6884c9810db77e764804e0c04d404d0bcfec588362027b72,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/utils/hardware_monitor.py,source_or_support,32,32,ea147f7bfb742f6963a5127a9d8e0a2a8d1e2532e912051c428f088cd5947cbd,ea147f7bfb742f6963a5127a9d8e0a2a8d1e2532e912051c428f088cd5947cbd,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/utils/logger.py,source_or_support,106,105,ca923cedc6cd5e37910e4ad9e5e051b02897d046c6e897f53fa0856cef7176f9,bef9e99b79d98930a3d31dc3ab6151eba987f5eb754dfb1834678b68262a26b9,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/utils/notifier.py,source_or_support,22,22,d0c6af388225c8709f4219939487e7623c6cef1f54da67b01db033754bfcc273,d0c6af388225c8709f4219939487e7623c6cef1f54da67b01db033754bfcc273,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/utils/spa.py,source_or_support,49,49,5f5b15dd2de2fb687e7f742fc224a4a1d3a9b6abc59800ce162be5780a83e483,5f5b15dd2de2fb687e7f742fc224a4a1d3a9b6abc59800ce162be5780a83e483,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/utils/submissions.py,source_or_support,23,23,29ba73fda1fd7670de4e0667758985041d84e31c92c4ac8f5a3586895160ef8b,29ba73fda1fd7670de4e0667758985041d84e31c92c4ac8f5a3586895160ef8b,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
